Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9664422,"FCGR3A-mediated phagocytosis",62,157,0.010301837270341207,1.1102230246251565E-16,4.9960036108132044E-15,12,27,0.0019079923680305278,9606,Homo sapiens,"IGHV3-23;IGHV1-2;IGHV4-39;IGLV8-61;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGKV2-29;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGLV4-69;IGLV1-36;IGKV4-1;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGHV4-59;IGLV3-1;IGHV3-48;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV5-45;IGLV6-57;IGLV2-14;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;IGLC7;IGKV5-2;IGHV3-11;IGKV1-5;IGHV3-13;IGKV1D-16;IGLV2-23;IGKV3-20","","R-HSA-9664275;R-HSA-9666435;R-HSA-9664273;R-HSA-9666433;R-HSA-9664406;R-HSA-9664261;R-HSA-9666426;R-HSA-9666458;R-HSA-9666425;R-HSA-9666430;R-HSA-9664397;R-HSA-9666428"
R-HSA-9664417,"Leishmania phagocytosis",62,157,0.010301837270341207,1.1102230246251565E-16,4.9960036108132044E-15,12,27,0.0019079923680305278,9606,Homo sapiens,"IGHV3-23;IGHV1-2;IGHV4-39;IGLV8-61;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGKV2-29;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGLV4-69;IGLV1-36;IGKV4-1;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGHV4-59;IGLV3-1;IGHV3-48;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV5-45;IGLV6-57;IGLV2-14;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;IGLC7;IGKV5-2;IGHV3-11;IGKV1-5;IGHV3-13;IGKV1D-16;IGLV2-23;IGKV3-20","","R-HSA-9664275;R-HSA-9666435;R-HSA-9664273;R-HSA-9666433;R-HSA-9664406;R-HSA-9664261;R-HSA-9666426;R-HSA-9666458;R-HSA-9666425;R-HSA-9666430;R-HSA-9664397;R-HSA-9666428"
R-HSA-977606,"Regulation of Complement cascade",71,139,0.009120734908136483,1.1102230246251565E-16,4.9960036108132044E-15,18,42,0.002967988128047488,9606,Homo sapiens,"IGHV3-23;IGHV1-2;IGHV4-39;C8B;C8A;IGLV8-61;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGKV2-29;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGLV4-69;IGLV1-36;IGKV4-1;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGHV4-59;IGLV3-1;IGHV3-48;CFP;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;C6;IGKC;C7;IGLV1-47;IGLV5-45;IGLV6-57;IGLV2-14;IGLV3-21;C9;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;IGLC7;IGKV5-2;IGHV3-11;IGKV1-5;IGHV3-13;IGKV1D-16;CFHR4;CFHR3;IGLV2-23;IGKV3-20","","R-HSA-977359;R-HSA-8852580;R-HSA-976810;R-HSA-8852481;R-HSA-976743;R-HSA-2530445;R-HSA-977605;R-HSA-8851436;R-HSA-8852266;R-HSA-981728;R-HSA-976768;R-HSA-2530453;R-HSA-9021306;R-HSA-977371;R-HSA-1006169;R-HSA-981621;R-HSA-2530429;R-HSA-977363"
R-HSA-983695,"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",47,103,0.006758530183727034,1.1102230246251565E-16,4.9960036108132044E-15,11,26,0.0018373259840293971,9606,Homo sapiens,"IGHV2-70;IGHM;IGHV2-5;IGHV1-2;IGHV3-23;IGHV4-59;IGHV4-39;IGLV3-1;IGHV3-48;IGLV2-8;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGKV2-29;IGKV1-16;IGLV1-47;IGLV6-57;IGKV1-17;IGKV2-28;IGLV2-14;IGLV3-21;IGLV1-44;IGLC3;IGKV1-12;IGKV3-15;IGLC1;IGLC2;IGKV1-33;IGKV3-11;IGHV3-7;IGHV3-30;IGLC7;IGKV5-2;IGHV3-33;IGHV3-11;IGKV1-5;IGKV3D-20;IGHV3-13;IGKV1D-39;IGKV1D-16;IGLV2-23;IGKV4-1;IGLV3-19;IGKV3-20;IGKV2-30","","R-HSA-9606162;R-HSA-9606163;R-HSA-983709;R-HSA-983707;R-HSA-9606151;R-HSA-983703;R-HSA-1112666;R-HSA-983700;R-HSA-9606159;R-HSA-9691421;R-HSA-983696"
R-HSA-2029485,"Role of phospholipids in phagocytosis",63,129,0.008464566929133858,1.1102230246251565E-16,4.9960036108132044E-15,5,12,8.479966080135679E-4,9606,Homo sapiens,"IGHV3-23;IGHV1-2;IGHV4-39;IGLV8-61;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGKV2-29;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGLV4-69;IGLV1-36;IGKV4-1;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGHV4-59;IGLV3-1;IGHV3-48;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV5-45;IGLV6-57;IGLV2-14;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;IGLC7;IGKV5-2;IGHV3-11;IGKV1-5;IGHV3-13;IGKV1D-16;IGLV2-23;FCGR2B;IGKV3-20","","R-HSA-2029272;R-HSA-2029273;R-HSA-2029270;R-HSA-2029271;R-HSA-2029268"
R-HSA-2029480,"Fcgamma receptor (FCGR) dependent phagocytosis",63,193,0.012664041994750656,1.1102230246251565E-16,4.9960036108132044E-15,17,42,0.002967988128047488,9606,Homo sapiens,"IGHV3-23;IGHV1-2;IGHV4-39;IGLV8-61;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGKV2-29;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGLV4-69;IGLV1-36;IGKV4-1;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGHV4-59;IGLV3-1;IGHV3-48;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV5-45;IGLV6-57;IGLV2-14;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;IGLC7;IGKV5-2;IGHV3-11;IGKV1-5;IGHV3-13;IGKV1D-16;IGLV2-23;FCGR2B;IGKV3-20","","R-HSA-2197697;R-HSA-2029467;R-HSA-2029272;R-HSA-2029273;R-HSA-2029270;R-HSA-2029271;R-HSA-1861621;R-HSA-2029268;R-HSA-2029458;R-HSA-2029459;R-HSA-2029457;R-HSA-2029455;R-HSA-2029452;R-HSA-2029453;R-HSA-2029451;R-HSA-2029449;R-HSA-2029476"
R-HSA-9664433,"Leishmania parasite growth and survival",66,193,0.012664041994750656,1.1102230246251565E-16,4.9960036108132044E-15,15,40,0.0028266553600452267,9606,Homo sapiens,"IGHV3-23;IGHV1-2;IGHV4-39;IGLV8-61;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGKV2-29;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGLV4-69;IGLV1-36;IGKV4-1;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGHV4-59;IGLV3-1;IGHV3-48;ADCY1;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV5-45;IGLV6-57;IGLV2-14;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;IGLC7;IGKV5-2;IGHV3-11;IGKV1-5;IGHV3-13;IGKV1D-16;IL6;IGLV2-23;FCGR2B;IGKV3-20","","R-HSA-9664275;R-HSA-9664273;R-HSA-163617;R-HSA-392129;R-HSA-9664278;R-HSA-9662710;R-HSA-9662708;R-HSA-9664285;R-HSA-9662781;R-HSA-9664261;R-HSA-111930;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664268"
R-HSA-9662851,"Anti-inflammatory response favouring Leishmania parasite infection",66,193,0.012664041994750656,1.1102230246251565E-16,4.9960036108132044E-15,15,40,0.0028266553600452267,9606,Homo sapiens,"IGHV3-23;IGHV1-2;IGHV4-39;IGLV8-61;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGKV2-29;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGLV4-69;IGLV1-36;IGKV4-1;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGHV4-59;IGLV3-1;IGHV3-48;ADCY1;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV5-45;IGLV6-57;IGLV2-14;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;IGLC7;IGKV5-2;IGHV3-11;IGKV1-5;IGHV3-13;IGKV1D-16;IL6;IGLV2-23;FCGR2B;IGKV3-20","","R-HSA-9664275;R-HSA-9664273;R-HSA-163617;R-HSA-392129;R-HSA-9664278;R-HSA-9662710;R-HSA-9662708;R-HSA-9664285;R-HSA-9662781;R-HSA-9664261;R-HSA-111930;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664268"
R-HSA-2730905,"Role of LAT2/NTAL/LAB on calcium mobilization",59,107,0.007020997375328084,1.1102230246251565E-16,4.9960036108132044E-15,2,7,4.946646880079147E-4,9606,Homo sapiens,"IGHV3-23;IGHV1-2;IGHV4-39;IGLV8-61;IGLV4-60;IGLV2-8;IGKV2-29;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGLV4-69;IGLV1-36;IGKV4-1;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGHV4-59;IGLV3-1;IGHV3-48;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV5-45;IGLV6-57;IGLV2-14;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;IGLC7;IGKV5-2;IGHV3-11;IGKV1-5;IGHV3-13;IGKV1D-16;IGLV2-23;IGKV3-20","","R-HSA-2730860;R-HSA-2730884"
R-HSA-2454202,"Fc epsilon receptor (FCERI) signaling",61,235,0.01541994750656168,1.1102230246251565E-16,4.9960036108132044E-15,18,65,0.004593314960073493,9606,Homo sapiens,"IGHV3-23;IGHV1-2;IGHV4-39;IGLV8-61;IGLV4-60;IGLV2-8;IGKV2-29;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;FOS;IGLV4-69;IGLV1-36;IGKV4-1;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGHV4-59;IGLV3-1;IGHV3-48;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV5-45;IGLV6-57;IGLV2-14;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;IGLC7;UBE2C;IGKV5-2;IGHV3-11;IGKV1-5;IGHV3-13;IGKV1D-16;IGLV2-23;IGKV3-20","","R-HSA-2730888;R-HSA-9725206;R-HSA-202534;R-HSA-2730860;R-HSA-2454240;R-HSA-2454208;R-HSA-2730851;R-HSA-2730882;R-HSA-2730884;R-HSA-2730886;R-HSA-2730904;R-HSA-450292;R-HSA-2730843;R-HSA-450325;R-HSA-2454192;R-HSA-2730833;R-HSA-9724685;R-HSA-2454239"
R-HSA-9658195,"Leishmania infection",68,302,0.019816272965879265,1.1102230246251565E-16,4.9960036108132044E-15,25,95,0.006713306480107413,9606,Homo sapiens,"IGHV3-23;IGHV1-2;IGHV4-39;IGLV8-61;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGKV2-29;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGLV4-69;IGLV1-36;IL1B;IGKV4-1;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGHV4-59;IGLV3-1;IGHV3-48;ADCY1;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV5-45;IGLV6-57;IGLV2-14;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;IGLC7;IGKV5-2;IGHV3-11;IGKV1-5;IGHV3-13;IGKV1D-16;IL6;IGLV2-23;FCGR2B;IGKV3-20","","R-HSA-9664275;R-HSA-9664273;R-HSA-392129;R-HSA-9664278;R-HSA-9664406;R-HSA-9666458;R-HSA-9664285;R-HSA-9666435;R-HSA-9666433;R-HSA-9664261;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664268;R-HSA-163617;R-HSA-449058;R-HSA-9662710;R-HSA-9662708;R-HSA-9666426;R-HSA-9666425;R-HSA-9666430;R-HSA-9662781;R-HSA-9666428;R-HSA-448703;R-HSA-111930"
